Protein_g,Saturated_fats_g,Fat_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Sodium_mg,Zinc_mg,Manganese_mg,Selenium_mcg,VitC_mg,Riboflavin_mg,Niacin_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,contains_B12
0.2195238071597161,-0.013840304145589795,0.12837543309039007,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.11797340530605455,2.0252393918924376,0.317668018636874,-0.5880221482534653,-0.14088827432984952,-0.12735987420511555,-0.5232444511211606,-0.20662258494528526,-0.17345909690806346,-0.1121052189873052,-0.023029753412336002,0.07421983790107019,0.9800366260159882
0.30674112091776606,-0.013840304145617335,-0.14591453078014036,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.10204496189658749,2.7315679384816214,0.21231841925375458,-0.5807896830958954,-0.14109689406570336,-0.12735987420511555,-0.6342864743986014,-0.18257367323277618,-0.15428708322169157,-0.10814801711777887,1.103317593028659,-0.024594971448546867,0.9800366260159882
0.39777419215273074,-0.013840304145620822,-0.16467202830940308,-0.350265825657708,-0.3627208212966036,-0.3791872443313508,-0.4828991532380468,-0.08213440763475366,1.3457334483382863,0.1589412888996408,-0.571955396796045,-0.14180967816320403,-0.12735987420511555,-0.6689871066728017,-0.21843844643581856,-0.22032401925252806,0.12268875860459068,0.88303563966566,0.02151860624794109,0.9800366260159882
0.3694285651813645,-0.013840304145569853,0.1583566791412608,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.09142599962360945,3.178611322398826,0.6042189289589587,-0.585498066453508,-0.1415489034933867,-0.12735987420511555,-0.6581431590871142,-0.20175089717811778,-0.15002663573583117,-0.10550988253809465,0.2928462551836626,-0.024594971448546867,0.9800366260159882
0.44301817366471913,-0.01384030414560689,-0.08349203900242995,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.07018807507765336,3.1517887193637937,0.6337168167862322,-0.589381269222673,-0.14163582838332583,-0.12735987420511555,-0.6646495276385267,-0.17045501346942174,-0.10145753439702239,-0.10155268066856832,0.0704861701851636,-0.024594971448546867,0.9800366260159882
0.2189786989487282,-0.013840304145596841,0.010295448643883686,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.10868181331719877,3.071320910258697,0.16315527287496556,-0.5903520699149643,-0.14161844340533802,0.043049709551032,-0.48659190828153637,-0.19461831564055215,-0.13255880104380344,-0.1121052189873052,-0.09784249229033566,-0.011419663535264593,0.9800366260159882
0.1944488294542767,-0.013840304145614098,-0.125465783473649,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.12461025672666583,1.8911263767172761,0.1477039982987747,-0.5794791021613023,-0.1411142790436912,-0.12735987420511555,-0.6256113163300513,-0.1897735432754132,-0.14576618824997076,-0.10101186307973305,-0.20798346897183517,-0.024594971448546867,0.9800366260159882
0.1854545439729778,-0.013840304145621062,-0.1543707796662834,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,0.02803732594739352,1.9090081120739644,-0.03209265131508235,-0.5918082709534012,-0.14158367344936235,-0.12735987420511555,-0.6720234119967943,-0.21726089759706949,-0.21521148226949555,-0.1002336133787262,0.14945517233416322,0.07421983790107019,0.9800366260159882
0.2950212943815281,-0.01384030414561371,-0.11854703438498652,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.0927533699077317,3.0444983072236647,0.474990087048999,-0.589381269222673,-0.14161844340533802,-0.12735987420511555,-0.6655170434453817,-0.18140285324453428,-0.09783615403404103,-0.09627641150919987,-0.010560963599336068,-0.024594971448546867,0.9800366260159882
0.5223314183634459,-0.013840304145608806,-0.0874895384758794,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.03434907740635247,3.5451868972109337,0.7179964962927278,-0.5889444089111419,-0.14161844340533802,-0.12735987420511555,-0.6629144960248167,-0.16474221938886208,-0.08782410244226903,-0.1002336133787262,0.09750188144666345,-0.024594971448546867,0.9800366260159882
0.2824838055288084,-0.013840304145601017,-0.0610445419592139,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.12195551615842132,2.919326159726847,0.41318498874423554,-0.5891871090842148,-0.14163582838332583,-0.12735987420511555,-0.6668183171556642,-0.19078287085148382,-0.16706842567927283,-0.11045638487500258,-0.20798346897183517,-0.024594971448546867,0.9800366260159882
0.469728476003122,-0.013840304145604538,-0.03828954495650174,-0.350265825657708,-0.2836798769800437,-0.3791872443313508,-0.4828991532380468,-0.12062814587429906,2.695804467768245,0.2024857899779968,-0.5885560886342255,-0.14109689406570336,-0.12735987420511555,-0.6607457065076792,-0.17075108289173574,-0.16919864942220303,-0.11342428627714732,-0.05212359630933587,0.0412815681178645,0.9800366260159882
0.31546285229357107,-0.01384030414561566,-0.13699703195475316,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.07682492649826464,2.651100129376524,0.39071040754250336,-0.59137141064187,-0.14177490820722838,-0.12735987420511555,-0.6683364698176605,-0.18137593784250572,-0.09804917640833405,-0.10814801711777887,0.22011164794116292,0.008343298334658817,0.9800366260159882
0.27648761520794246,-0.01384030414560133,0.03012919603138279,-0.350265825657708,-0.4542765817966189,-0.3791872443313508,-0.42768385186059366,-0.08877125905536494,2.2398202161726957,0.16315527287496556,-0.5898181295342041,-0.14180967816320403,-0.12735987420511555,-0.6670351961073779,-0.1906146495888054,-0.2073296544206538,-0.10419081524825254,-0.08121743920633574,0.07421983790107019,0.9800366260159882
0.22034146947619776,-0.013840304145584396,0.053960442892331345,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.1431934407043774,2.356051495991169,0.47639474837410717,-0.5896239693957458,-0.1413750537135085,-0.12735987420511555,-0.6657339223970954,-0.18794329593747183,-0.12169465995485937,-0.10287174795841042,0.12659572434366334,-0.011419663535264593,0.9800366260159882
0.2238846728476186,-0.013840304145588405,0.03643294520105305,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.12991973786315483,2.651100129376524,0.42020829536977683,-0.5898666695688186,-0.14158367344936235,-0.12735987420511555,-0.670505259334798,-0.18220358645488363,-0.11892536908905009,-0.09891454608888409,0.022689142568663813,-0.024594971448546867,0.9800366260159882
0.4746344499020123,-0.013840304145612575,-0.09210203786832105,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.047622780247575026,3.2590791315039227,0.9118397591576674,-0.5881677683573089,-0.14180967816320403,-0.12735987420511555,-0.6672520750590917,-0.18585735228025926,-0.10870029512298511,-0.10419081524825254,0.5775502892471612,-0.011419663535264593,0.9800366260159882
0.44438094419218876,-0.013840304145582164,0.04196794447198306,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.13921132985201062,2.0073576565357496,0.33733327718838957,-0.5875367479073196,-0.14175752322924057,-0.12735987420511555,-0.6570587643285454,-0.18082417210092047,-0.11466492160318967,-0.11342428627714732,0.10373627635316343,0.0017556443780176807,0.9800366260159882
0.16310510732247752,-0.013840304145578413,0.10039293677624403,-0.350265825657708,-0.45164188365273356,-0.3791872443313508,-0.4828991532380468,-0.1843419195121673,2.034180259570782,0.5522464599299531,-0.5847699659342895,-0.13883684692728668,-0.12735987420511555,-0.6596613117491104,-0.19823170836288492,-0.1534349937245195,-0.10946708440762098,0.9308326672821599,0.0017556443780176807,0.9800366260159882
0.3568910763286448,-0.013840304145591432,0.006297949170434257,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.08877125905536494,2.7941540122300297,0.34435658381393086,-0.5877309080457779,-0.14130551380155723,-0.12735987420511555,-0.6711558961899393,-0.16581883547000406,-0.16067775445048219,-0.09363827692951564,0.04970485383016367,-0.024594971448546867,0.9800366260159882
0.5111567000381957,-0.013840304145609463,-0.05812329234400084,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.14983029212498866,1.7659542292204589,0.21934172587929593,-0.5904491499841934,-0.14153151851539889,-0.12735987420511555,-0.6718065330450804,-0.17623509605505275,-0.10742216087722697,-0.10814801711777887,-0.13732699336483548,0.0939827997709936,0.9800366260159882
0.42502960270212137,-0.013840304145595127,0.0009166998792523316,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.13921132985201062,2.409696702061234,0.8977931459065847,-0.5888473288419128,-0.14029718507826364,-0.12735987420511555,-0.6646495276385267,-0.18812497490116453,-0.12361186132349657,-0.10419081524825254,0.28453372864166265,-0.01800731749190573,0.9800366260159882
0.07152692787652498,-0.013840304145598925,0.12499293353593281,-0.350265825657708,0.4217605510452535,-0.3724902928777183,-0.4828991532380468,-0.11000918360132102,2.1057072009975344,0.05078236686630489,-0.5830225246881653,-0.13739389375429759,-0.12735987420511555,-0.666167680300523,-0.18082417210092047,-0.20008689369469107,-0.10682894982793677,-0.16018644135533538,0.04786922207450564,0.9800366260159882
0.2178884825267526,-0.013840304145592518,0.022902946983224214,-0.350265825657708,-0.4746954924117302,-0.3791872443313508,-0.4828991532380468,-0.1166460350219323,2.7941540122300297,0.9146490818078838,-0.5867601073534866,-0.14180967816320403,-0.12735987420511555,-0.6639988907833854,-0.2015355739618894,-0.14896152386436606,-0.10946708440762098,0.34687767770666234,0.0017556443780176807,0.9800366260159882
