Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
goat  spleen,95.839,18.45,1.2,2.37,0.0,0.0,0.0,8.35,51.41,15.3,266.0,368.0,52.4,1.95,0.13,0.03,48.55,0.0,0.06,0.16,5.2,0.33,3.3,0.0,0.0,0.08,0.0,876,5
cereals crm of wheat 1 minute cook time dry,359.0,11.77,0.295,1.47,72.63,4.4,0.51,801.0,29.75,45,167.0,151.0,7.0,1.35,0.211,1.347,0.0,0.0,0.74,0.375,6.075,0.092,0.0,0.0,0.0,0.31,0.0,7281,5
cereals rte post honey bunches of oats pecan bunches,399.0,7.0,0.7,5.4,82.0,5.2,21.9,19.0,15.5,36,140.0,177.0,483.0,1.0,0.14,0.0,17.3,0.2,1.3,1.5,17.2,1.7,19.0,5.2,748.0,0.5,3.4,8757,5
sheep  spleen,91.776,16.02,1.533,3.02,0.0,0.0,0.0,11.49,53.11,17.23,266.0,327.0,50.58,1.71,0.16,0.04,64.53,0.0,0.07,0.23,5.42,0.27,3.19,0.0,0.0,0.1,0.0,4236,5
cereals rte ralston crisp rice,394.0,6.69,0.36,1.26,86.22,0.7,12.12,5.0,32.73,23,98.0,106.0,545.0,1.3,0.149,1.1,18.0,64.5,2.05,1.288,28.967,1.937,4.0,5.45,1136.0,0.06,7.6,6216,5
babyfood crl mxd dry fort,399.0,6.66,0.769,6.66,78.21,6.7,26.66,800.0,30.0,100,333.0,467.0,33.0,10.66,0.334,0.0,25.9,58.3,1.166,1.333,15.0,1.166,35.0,5.0,0.0,4.21,0.0,9713,5
walrus meat dried (alaska native),251.0,57.0,0.0,2.6,0.0,0.0,0.0,0.0,43.0,0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.79,10.1,0.0,0.0,0.0,0.0,0,0.0,3973,5
cereals crm of rice dry,370.0,6.3,0.136,0.5,82.4,0.7,0.3,5.0,28.44,23,124.0,143.0,6.0,1.12,0.244,1.033,19.0,0.0,0.51,0.13,7.46,0.195,29.0,0.0,0.0,0.11,0.0,1043,5
cereals rte kellogg's frstd mini-wheats bite size strawb del,352.0,8.7,0.4,1.6,84.6,10.2,22.7,26.0,29.5,81,346.0,342.0,3.0,2.7,0.3,0.0,0.0,0.0,0.68,0.77,9.1,0.91,19.0,2.7,0.0,0.67,0.0,331,5
cereals quaker inst grits ham 'n' chs flavor dry,355.0,10.73,1.06,4.68,71.08,4.2,2.69,409.0,38.2,35,95.0,210.0,1930.0,0.58,0.0,0.0,0.0,0.0,0.8,0.68,8.27,0.18,0.0,0.42,1.0,0.1,0.0,8025,5
cereals rte kellogg kellogg's corn pops,387.0,4.8,0.5,1.3,89.7,8.4,31.3,7.0,6.0,28,52.0,113.0,357.0,5.0,0.083,0.166,6.5,20.0,1.25,1.42,16.7,1.67,19.0,5.0,467.0,0.12,3.3,1798,5
cereals rte general mills cookie crisp,380.0,5.2,0.8,4.4,84.5,5.1,34.8,385.0,17.3,31,154.0,231.0,457.0,14.4,0.213,0.353,7.3,23.1,1.4,1.6,19.2,1.923,19.0,5.8,546.0,0.57,3.8,236,5
cereals rte general mills pnut butter toast crunch,410.0,8.19,1.79,9.8,76.19,5.5,27.1,323.0,14.5,52,194.0,264.0,452.0,14.5,0.0,0.0,0.0,19.4,1.2,1.39,16.1,1.61,0.0,4.8,0.0,0,3.2,8077,5
cereals rte kellogg's frstd mini-wheats bite sz blueb muffin,352.0,8.6,0.4,1.6,84.8,10.2,22.7,26.0,29.5,81,346.0,341.0,5.0,2.7,0.0,0.0,0.0,0.0,0.68,0.77,9.1,0.91,19.0,2.7,0.0,0.67,0.0,7527,5
cereals rte malt-o-meal oat blenders w honey,396.0,6.78,0.5,4.17,84.94,5.0,21.62,23.0,27.0,27,133.0,200.0,515.0,12.5,0.0,0.0,0.0,20.0,1.25,1.41,16.67,1.66,19.0,5.0,0.0,0.2,3.3,1092,5
cereals rte ralston corn flakes,357.0,5.9,0.227,0.91,88.01,2.7,7.84,2.0,19.4,7,33.0,107.0,571.0,0.2,0.075,0.095,2.2,65.0,4.483,1.74,21.033,1.907,0.0,5.36,981.0,0.02,7.1,8577,5
cookie w pnut butter filling chocolate-coated,562.0,8.1,19.2,35.3,,,52.9,3.5,30.9,35,2.1,17.0,37.0,217.0,371.0,0.2,0.585,0.682,7.3,0.0,0.14,0.09,4.5,0.102,47.0,0.01,0.0,2644,5
cookies sugar wafers wcreme filling reg,502.0,3.84,11.899,23.24,,,70.64,1.6,42.95,27,3.73,16.0,72.0,117.0,103.0,0.43,0.066,0.421,3.7,0.0,0.037,0.12,2.183,0.043,1.0,0,0.0,2971,5
cereals rte malt-o-meal honey nut scooters,387.0,8.59,0.63,4.51,79.62,6.3,29.97,333.0,30.0,92,318.0,241.0,695.0,12.5,0.0,0.0,0.0,20.0,1.25,1.41,16.67,1.66,19.0,5.0,0.0,0,3.3,9180,5
cereals rte quaker oatmeal squares cinn,379.0,11.23,0.88,4.88,78.09,8.7,16.67,210.0,29.5,114,369.0,359.0,344.0,7.14,0.459,0.0,6.3,12.0,0.75,0.84,9.51,0.88,18.0,0.0,354.0,3.24,0.0,5092,5
cereals rte general mills choc chex,412.0,4.8,1.6,8.39,81.09,2.0,26.2,286.0,25.7,29,143.0,186.0,629.0,10.69,0.25,0.0,13.8,17.1,1.1,1.2,14.3,1.42,4.0,4.3,429.0,1.69,2.9,8291,5
cereals rte general mills raisin nut bran,368.0,8.19,1.0,5.3,80.0,12.2,28.5,41.0,9.19,65,204.0,357.0,440.0,7.69,0.355,0.0,7.0,0.3,0.8,0.89,10.19,1.02,19.0,3.09,0.0,1.91,0.0,6122,5
cereals rte post grape-nuts crl,361.0,11.22,0.34,1.81,80.49,13.0,8.86,32.0,28.0,124,467.0,400.0,465.0,2.07,0.34,3.236,9.1,0.1,0.65,0.12,8.62,0.86,19.0,0.0,0.0,0.62,0.0,7765,5
cereals crm of wheat 2 12 minute cook time dry,355.0,11.61,0.253,1.41,71.79,4.4,0.47,882.0,32.02,46,398.0,160.0,328.0,1.35,0.206,1.367,0.0,0.0,0.76,0.417,8.475,0.09,0.0,0.0,0.0,0.37,0.0,6480,5
cereals rte general mills basic 4,358.0,6.69,1.29,4.0,79.09,9.1,22.5,455.0,8.19,58,182.0,318.0,506.0,6.8,0.33,0.0,17.0,0.3,0.69,0.8,9.1,0.9,19.0,2.7,265.0,1.66,1.8,4599,5
cereals rte kellogg's frstd mini-wheats big bite,350.0,9.2,0.4,1.6,83.4,10.8,20.3,28.0,28.0,86,368.0,363.0,2.0,2.7,0.35,3.466,4.1,0.0,0.65,0.73,8.6,0.86,19.0,2.6,0.0,0.67,0.0,4388,5
cereals rte kellogg kellogg's spl k cinn pecan,375.0,7.5,0.7,6.0,81.2,10.3,24.0,30.0,27.0,67,191.0,267.0,650.0,1.5,0.312,2.675,29.2,70.0,1.75,1.98,23.3,2.33,19.0,7.0,750.0,0.44,3.3,6911,5
cereals rte general mills cinn chex,403.0,5.0,0.6,6.59,82.4,2.4,26.1,333.0,27.0,27,67.0,126.0,605.0,12.5,0.211,0.0,13.8,20.0,1.29,1.39,16.7,1.66,4.0,5.0,749.0,1.51,3.3,5578,5
cereals rte kellogg's spl k prot cinn brown sugar crunch,356.0,22.29,0.8,2.59,69.8,9.5,30.29,205.0,26.1,57,287.0,186.0,611.0,1.79,0.0,0.0,0.0,68.0,1.69,1.91,22.6,2.25,0.0,6.8,0.0,0,3.3,8643,5
cereals rte malt-o-meal colossal crunch,401.0,3.64,2.24,5.28,81.59,1.7,42.5,0.0,30.0,5,57.0,110.0,806.0,12.5,0.06,0.0,6.0,20.0,1.25,1.41,16.67,1.66,19.0,5.0,479.0,0.15,3.3,2112,5
cereals rte kellogg kellogg's crispix,378.0,6.59,0.2,0.8,87.19,1.0,12.8,9.0,28.0,13,45.0,71.0,660.0,5.19,0.205,0.0,12.4,21.0,1.8,2.04,24.1,2.41,19.0,6.19,494.0,0.1,3.5,7330,5
cereals rte kellogg's frstd flakes choco zucaritas,387.0,5.1,2.6,3.5,85.1,1.4,38.1,7.0,15.0,36,77.0,179.0,515.0,0.8,0.0,0.0,0.0,20.0,1.25,1.42,16.7,1.67,19.0,5.0,0.0,0,3.3,9245,5
cereals rte post honeycomb crl,394.0,6.01,1.29,2.93,86.63,3.2,31.51,11.0,8.44,45,132.0,142.0,553.0,4.69,0.13,0.0,10.4,0.0,1.17,1.33,15.62,1.56,19.0,4.69,678.0,0.17,7.8,8850,5
cereals quaker corn grits inst cheddar chs flavor dry,363.0,8.98,1.33,5.46,72.96,4.2,2.76,418.0,30.38,26,80.0,132.0,1644.0,0.42,0.031,0.136,16.6,0.0,0.74,0.67,7.9,0.17,14.0,0.5,4.0,0.11,0.0,3589,5
cereals rte general mills cocoa puffs,383.0,5.6,1.0,5.2,83.7,5.7,37.2,370.0,16.7,59,222.0,272.0,564.0,13.9,0.148,0.369,6.5,22.2,1.4,1.6,18.5,1.852,19.0,5.6,527.0,0.7,3.7,964,5
cereals rte general mills berry burst cheerios triple berry,378.0,8.8,1.0,4.5,80.5,7.6,27.0,370.0,16.7,89,222.0,230.0,639.0,13.9,0.253,2.32,18.5,22.2,1.4,1.6,18.5,1.852,19.0,5.6,549.0,0.44,3.7,8597,5
cereals rte kellogg kellogg's spl k multi-grain,364.0,7.59,0.3,1.29,86.59,9.6,20.7,36.0,29.0,63,200.0,250.0,606.0,1.7,0.0,0.0,0.0,68.0,1.69,1.91,22.6,2.25,0.0,7.0,0.0,0,3.2,9539,5
cereals rte kellg's frstd mini-whts mple  brwn sgr bte sze,351.0,8.7,0.4,1.5,84.7,10.3,22.7,30.0,29.5,82,349.0,345.0,6.0,2.7,0.0,0.0,0.0,0.0,0.68,0.77,9.1,0.91,28.0,2.7,2.0,0.67,0.0,5621,5
cereals rte quaker quaker oat life pln,374.0,9.98,0.83,4.43,77.74,6.6,19.43,351.0,29.33,98,423.0,283.0,501.0,13.78,0.277,2.333,23.0,0.0,1.28,1.49,17.18,1.8,19.0,0.0,2.0,0.61,0.0,179,5
cereals rte general mills frankenberry,386.0,5.5,0.5,4.3,85.4,4.2,27.29,303.0,13.6,24,182.0,163.0,458.0,11.39,0.129,0.0,19.8,18.2,1.1,1.29,15.19,1.51,19.0,4.5,420.0,0.77,3.0,156,5
cereals rte quaker cap'n crunch's halloween crunch,402.0,4.41,3.115,5.66,85.14,2.5,43.82,11.0,19.6,54,167.0,185.0,719.0,15.42,0.0,0.0,0.0,0.1,1.6,1.8,20.56,2.12,0.0,0.0,0.0,0.42,0.0,5625,5
cereals rte general mills honey nut cheerios,376.0,8.85,0.529,5.0,79.69,7.1,32.89,425.0,20.58,90,328.0,412.0,566.0,17.17,0.234,2.19,16.0,21.4,1.917,1.867,21.4,2.267,19.0,7.5,834.0,0.48,4.6,941,5
cereals rte kellogg's cinn jacks,397.0,5.9,1.29,7.8,83.0,9.0,33.9,20.0,16.1,43,96.0,155.0,451.0,5.4,0.0,0.0,0.0,54.0,1.34,1.51,17.89,1.78,19.0,5.0,0.0,0,3.6,5229,5
cereals rte general mills wheat chex,345.0,9.8,4.0,1.8,82.2,12.2,10.3,,30.6,85,319.0,369.0,570.0,11.2,0.397,3.922,5.0,12.8,0.8,0.9,10.6,1.064,19.0,3.2,317.0,0.68,2.1,219,5
cereals rte general mills cinn burst cheerios,375.0,6.3,0.7,6.09,83.2,9.4,28.1,313.0,25.29,50,125.0,328.0,375.0,11.69,0.0,0.0,0.0,46.9,1.2,1.29,15.6,1.56,0.0,4.69,0.0,0,3.1,4128,5
lamb var meatsby-products spleen ckd brsd,156.0,26.46,1.58,4.77,0.0,0.0,0.0,13.0,38.67,21,341.0,248.0,58.0,3.94,0.139,0.062,49.8,26.0,,0.316,5.868,0.08,4.0,5.29,0.0,0,0.0,7687,5
cereals rte malt-o-meal berry colossal crunch,396.0,4.19,1.214,4.17,86.55,1.8,41.66,33.0,30.0,11,75.0,109.0,633.0,12.5,0.12,0.0,8.0,20.0,1.25,1.41,16.67,1.66,19.0,5.0,83.0,0.5,3.3,5859,5
cereals rte post fruity pebbles,402.0,4.62,3.6,4.02,86.1,0.8,34.28,19.0,6.67,16,71.0,72.0,531.0,5.56,0.14,0.0,10.2,22.2,1.39,1.57,18.52,1.85,4.0,5.56,833.0,0.13,7.4,2482,5
keebler traditions iced lemonade cookies,502.0,4.5,8.0,24.4,,,66.3,1.0,29.9,0,2.4,9.0,60.0,60.0,262.0,0.3,0.0,0.0,0.0,0.0,0.32,0.22,2.8,0.01,0.0,0,0.0,2900,5
pie pecan commly prep,407.0,4.5,2.654,16.69,,,59.61,2.1,25.18,22,0.93,22.0,83.0,99.0,275.0,0.87,0.184,0.71,7.0,0.0,0.204,0.078,1.31,0.038,17.0,0.12,51.0,2863,5
sheep  spleen,91.776,16.02,1.533,3.02,0.0,0.0,0.0,11.49,53.11,17.23,266.0,327.0,50.58,1.71,0.16,0.04,64.53,0.0,0.07,0.23,5.42,0.27,3.19,0.0,0.0,0.1,0.0,4291,5
cereals rte malt-o-meal colossal crunch,401.0,3.64,2.24,5.28,81.59,1.7,42.5,0.0,30.0,5,57.0,110.0,806.0,12.5,0.06,0.0,6.0,20.0,1.25,1.41,16.67,1.66,19.0,5.0,479.0,0.15,3.3,4401,5
cereals rte kellogg scooby-doo! crl,376.0,8.6,0.6,4.09,84.0,9.8,18.5,22.0,28.1,84,193.0,289.0,344.0,5.0,0.0,0.0,0.0,47.0,1.16,1.33,15.6,1.55,0.0,5.0,0.0,0,3.3,493,5
cereals rte post raisin bran crl,324.0,7.6,0.296,1.6,78.9,13.7,32.9,44.0,18.3,168,339.0,525.0,382.0,3.8,0.4,3.21,5.9,0.9,0.6,0.7,8.5,0.8,19.0,2.5,380.0,0.54,1.7,4061,5
jackson's old fashioned vanilla wafers,453.0,5.0,4.9,15.4,,,74.0,1.1,33.9,0,2.6,10.0,69.0,63.0,390.0,0.4,0.0,0.0,0.0,0.0,0.35,0.24,3.0,0.02,0.0,0,0.0,2812,5
cereals rte quaker oatmeal squares,379.0,11.38,0.873,4.83,77.77,8.3,16.69,201.0,29.3,115,371.0,357.0,347.0,7.18,0.474,3.041,6.9,11.5,0.683,0.85,9.57,0.88,19.0,0.0,356.0,4.86,0.0,9597,5
cereals rte quaker cap'n crunch w crunchberries,397.0,4.45,3.08,4.83,85.93,2.6,44.2,11.0,19.8,55,168.0,187.0,725.0,15.56,0.119,0.0,10.4,0.1,1.6,1.8,20.75,2.14,19.0,0.0,7.0,0.63,0.0,1556,5
cereals rte malt-o-meal choc marshmllw mateys,392.0,3.5,1.6,3.67,88.18,2.5,55.45,267.0,24.0,30,85.0,183.0,368.0,10.0,0.0,0.0,0.0,16.0,1.0,1.12,13.32,1.33,19.0,4.0,0.0,0,3.3,6966,5
cereals rte malt-o-meal coco-roos,389.0,3.41,2.57,4.61,86.75,3.3,48.11,333.0,30.0,27,72.0,201.0,350.0,12.5,0.319,0.0,5.2,20.0,1.25,1.41,16.67,1.66,19.0,5.0,481.0,0.02,3.3,280,5
cereals rte general mills appl cinn chex,408.0,4.69,0.0,6.45,82.8,2.0,26.0,323.0,29.0,26,129.0,162.0,614.0,12.1,0.0,0.0,0.0,19.4,1.2,1.39,16.1,1.61,0.0,4.8,0.0,0,3.2,4896,5
cereals rte general mills fruity cheerios,381.0,5.8,0.69,4.59,84.19,5.9,32.2,370.0,16.7,30,222.0,214.0,501.0,13.89,0.194,0.0,13.1,55.6,1.39,1.6,18.5,1.85,19.0,5.59,534.0,0.79,3.7,5795,5
cereals rte kellogg kellogg's raisin bran w cranberries,344.0,6.9,0.3,1.5,,,84.19,9.2,30.29,39,7.59,106.0,259.0,350.0,361.0,2.5,0.0,0.0,0.0,0.0,0.63,0.72,8.5,0.85,0.0,2.5,0.0,2786,5
cereals rte quaker quaker oat cinn life,374.0,9.14,0.77,4.1,79.02,6.3,25.18,387.0,23.22,90,390.0,260.0,463.0,13.78,0.0,0.0,0.0,0.1,1.37,1.55,18.22,1.83,19.0,0.0,2.0,0.55,0.0,9725,5
cereals rte malt-o-meal crispy rice,346.0,6.07,0.0,1.12,86.4,0.4,7.82,7.0,27.27,24,121.0,114.0,924.0,11.35,0.242,0.0,0.0,18.2,1.13,1.28,15.14,1.51,4.0,4.55,455.0,0,3.0,2490,5
cereals rte malt-o-meal honey buzzers,379.0,3.45,0.585,1.72,89.66,3.4,37.93,14.0,31.03,28,69.0,121.0,759.0,12.93,0.0,0.0,0.0,20.7,1.293,1.466,17.241,1.724,0.0,5.17,0.0,0,3.4,7956,5
cereals rte frstd oat crl wmarshmallows,400.0,7.1,0.62,3.33,84.7,4.3,36.13,333.0,15.0,28,141.0,207.0,533.0,7.94,0.141,0.0,14.6,20.0,1.32,1.5,17.64,1.76,19.0,5.29,500.0,0.45,3.6,6629,5
cereals quaker inst grits country bacon flavor dry,340.0,9.93,0.24,1.73,75.39,5.1,0.38,418.0,30.38,27,93.0,210.0,1523.0,0.55,0.0,0.0,0.0,0.0,0.78,0.71,8.37,0.14,0.0,0.0,0.0,0.11,0.0,5631,5
cereals rte general mills corn chex,370.0,6.4,0.4,2.4,85.0,4.7,11.1,323.0,26.1,26,129.0,197.0,719.0,12.1,0.143,0.0,12.0,19.4,1.2,1.39,16.1,1.61,19.0,4.8,440.0,0.25,3.2,8391,5
cereals rte post golden crisp,380.0,5.5,0.2,1.7,90.1,5.0,53.6,15.0,6.7,59,227.0,176.0,95.0,5.6,0.2,0.0,48.6,0.0,1.4,1.6,18.5,1.9,19.0,5.6,832.0,0.33,7.4,6986,5
cereals rte malt-o-meal frstd mini spooners,354.0,9.09,0.228,1.94,81.81,10.9,20.0,29.0,29.45,100,273.0,327.0,18.0,6.82,0.364,0.0,52.0,0.0,0.68,0.76,9.09,0.91,28.0,2.73,0.0,0.86,0.0,7596,5
cereals rte kellogg's frstd mini-whts tch frt in mdle rasn,343.0,9.1,0.4,1.6,82.1,10.8,17.2,32.0,29.5,86,364.0,433.0,3.0,2.7,0.0,0.0,0.0,0.0,0.68,0.76,9.1,0.91,0.0,3.0,0.0,0,0.0,6961,5
cereals rte kellogg kellogg's appl jacks,375.0,5.1,1.9,3.4,88.2,9.3,43.7,12.0,16.1,29,70.0,112.0,466.0,5.4,0.098,0.499,5.6,54.0,1.34,1.52,17.9,1.79,19.0,5.4,527.0,0.12,3.6,5873,5
cereals rte general mills frstd toast crunch,410.0,5.19,1.0,10.1,78.59,4.9,29.2,333.0,15.0,27,133.0,169.0,565.0,12.5,0.0,0.0,0.0,20.0,1.29,1.39,16.7,1.66,0.0,5.0,0.0,0,3.3,9644,5
cereals rte general mills fiber one caramel delight,344.0,5.8,1.2,5.8,82.69,19.1,20.79,200.0,28.79,64,200.0,259.0,470.0,7.5,0.252,0.0,23.8,12.0,0.8,0.89,10.0,1.0,19.0,3.0,298.0,1.17,2.0,1132,5
cereals rte quaker king vitaman,381.0,6.41,1.584,3.44,83.85,3.4,20.27,10.0,29.0,82,250.0,268.0,825.0,12.71,0.091,0.412,6.5,40.0,1.268,1.425,16.842,1.672,19.0,5.0,968.0,4.55,0.0,5917,5
cereals rte kellogg kellogg's raisin bran crunch,354.0,6.59,0.4,1.79,,,84.9,8.0,35.2,35,8.5,88.0,226.0,246.0,358.0,2.79,0.361,0.0,4.6,2.0,0.7,0.8,9.39,0.93,19.0,2.79,283.0,2775,5
babyfood crl barley dry fort,376.0,13.2,0.894,6.6,69.4,6.6,13.2,643.0,48.21,115,333.0,467.0,33.0,3.13,0.467,0.0,30.2,0.0,0.892,1.07,14.28,0.714,23.0,3.57,0.0,5,7.1,5905,5
cereals rte post honey bunches of oats w cinn bunches,400.0,7.1,0.6,5.0,82.8,5.8,20.4,36.0,28.0,46,145.0,184.0,464.0,1.0,0.2,0.0,0.0,0.4,1.3,1.4,16.7,1.7,0.0,5.0,0.0,0,3.3,309,5
cereals rte malt-o-meal honey graham squares,398.0,4.46,1.5,9.97,74.68,4.4,32.7,367.0,33.81,31,137.0,226.0,838.0,13.94,0.0,0.0,0.0,29.9,1.58,1.65,18.97,2.05,19.0,5.76,0.0,0.31,3.8,445,5
poultry seasoning,307.0,9.59,3.29,7.53,65.59,11.3,1.8,996.0,35.3,224,171.0,684.0,27.0,3.14,0.843,6.857,7.2,12.0,0.264,0.191,2.97,1.32,138.0,0.0,132.0,1.32,0.0,4258,5
beef var meatsby-products spleen raw,105.0,18.3,1.0,3.0,0.0,0.0,0.0,9.0,44.55,22,296.0,429.0,85.0,2.11,0.168,0.073,62.2,45.5,0.05,0.37,8.4,0.07,4.0,5.68,0.0,0,0.0,9742,5
cereals rte general mills cheerios choc,380.0,5.8,1.0,5.09,83.5,6.2,34.09,370.0,16.7,59,222.0,282.0,556.0,13.89,0.245,0.0,13.2,55.6,1.39,1.6,18.5,1.85,19.0,5.59,533.0,0.59,3.7,915,5
cereals rte general mills kix,357.0,7.69,0.576,3.46,82.82,8.8,9.76,570.0,32.0,51,189.0,223.0,596.0,17.42,0.142,1.13,8.5,25.4,1.955,2.0,24.25,2.3,19.0,5.7,879.0,0.3,3.3,9611,5
