Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
archway home style cookies  date filled oatmeal,400.0,4.67,2.76,12.05,68.16,2.1,34.27,28.0,2.26,0,0.0,159.0,331.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,1.99,0.0,0.0,0.0,0.0,0,0.0,9167,6
keebler 100 cal right bites chips deluxe choc chip cookies,452.0,4.7,5.3,13.3,77.7,3.1,40.3,0.0,3.2,29,75.0,122.0,441.0,0.7,0.0,0.0,0.0,0.0,0.34,0.21,2.8,0.02,0.0,0.0,0.0,0,0.0,7787,6
cereals rte cascadian farm honey nut o's,371.0,8.3,0.6,3.29,83.09,8.5,24.79,67.0,2.4,53,200.0,250.0,572.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,1.29,0.0,0.0,0.0,0.0,0,0.0,5650,6
pretzels hard confectioner's coating chocolate-flavor,457.0,7.5,7.68,16.7,70.9,2.4,38.8,74.0,2.0,41,145.0,225.0,569.0,0.92,0.302,0.562,14.5,0.5,0.099,0.2,0.8,0.172,9.0,0.0,0.0,0.62,0.0,6694,6
cookies choc made w rice crl,440.0,3.23,11.29,19.35,63.26,1.6,40.32,32.0,2.49,38,96.0,227.0,210.0,0.67,0.18,0.0,9.3,0.0,0.347,0.401,3.539,0.328,7.0,0.07,0.0,1.96,0.0,7352,6
raisins seedless,299.0,3.07,0.0579999999999999,0.46,79.18,3.7,59.19,50.0,1.88,32,101.0,749.0,11.0,0.22,0.318,0.299,0.6,2.3,0.106,0.125,0.766,0.174,5.0,0.0,0.0,0.12,0.0,6397,6
inf formu mead johns enfamil nutramig aa lipil pdr not recon,500.0,14.0,10.813,26.0,51.0,0.0,51.0,470.0,9.0,55,260.0,550.0,230.0,5.0,0.37,0.3,13.9,60.0,0.4,0.45,5.0,0.3,0.0,1.49,451.0,4.46,6.3,289,6
candies taffy prepared-from-recipe,397.0,0.03,2.049,3.33,91.56,0.0,68.48,8.0,0.01,0,1.0,3.0,52.0,0.21,0.0,0.0,0.7,0.0,0.0279999999999999,0.012,0.002,0.0,0.0,0.01,27.0,0.09,0.0,3203,6
cake pound commly prep butter (includes frsh  frozen),353.0,5.0,4.811,13.96,53.64,0.6,33.36,47.0,1.48,8,140.0,149.0,377.0,0.43,0.042,0.11,5.0,0.0,0.173,0.249,1.615,0.036,28.0,0.36,70.0,0.65,0.8,2561,6
cake pound commly prep fat-free,283.0,5.4,0.259,1.2,61.0,1.1,34.34,43.0,2.06,10,146.0,110.0,341.0,0.31,0.0579999999999999,0.137,5.3,0.0,0.125,0.302,0.686,0.012,4.0,0.0,29.0,0.01,0.0,4249,6
candies nestle chunky bar,475.0,7.5,12.5,27.5,60.0,2.5,52.5,100.0,0.9,0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2053,6
keebler fudge shoppe caramel filled cookies,506.0,2.9,17.9,25.4,66.7,1.6,42.0,0.0,1.5,23,61.0,96.0,138.0,0.4,0.0,0.0,0.0,0.0,0.11,0.1,0.9,0.0,0.0,0.0,0.0,0,0.0,9502,6
keebler chips deluxe soft 'n chewy choc chip cookies,464.0,4.2,8.5,20.7,67.4,2.5,29.9,0.0,1.2,25,37.0,180.0,349.0,0.2,0.0,0.0,0.0,0.0,0.33,0.18,2.0,0.0,0.0,0.0,0.0,0,0.0,7397,6
mother's eng tea sndwch cookies,469.0,4.5,6.5,19.3,71.0,1.3,32.0,0.0,2.5,10,43.0,94.0,267.0,0.5,0.0,0.0,0.0,0.0,0.36,0.22,2.9,0.02,0.0,0.0,0.0,0,0.0,8581,6
candies crispy bar w pnut butter filling,542.0,9.53,12.959,31.34,55.53,3.3,40.33,70.0,1.3,49,144.0,295.0,264.0,0.99,0.2,0.0,0.7,0.6,0.13,0.1,3.64,0.08,0.0,0.15,15.0,2.77,0.0,10186,6
girl scouts thank u berry munch cookies,491.0,4.6,7.8,21.6,70.0,1.8,28.9,0.0,2.3,2,42.0,22.0,305.0,0.0,0.0,0.0,0.0,0.0,0.31,0.21,2.6,0.0,0.0,0.0,0.0,0,0.0,85,6
sweeteners for baking brown contains sugar  sucralose,388.0,0.0,0.0,0.0,97.11,0.0,45.66,63.0,1.64,10,2.0,130.0,11.0,0.08,0.083,0.066,0.0,0.0,0.015,0.015,0.08,0.04,0.0,0.0,0.0,0,0.0,4365,6
candies mars snackfood us milky way carml dkchoccov,458.0,3.82,13.814,20.42,67.56,2.8,54.08,83.0,1.2,0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8111,6
kellogg's pop-tarts frstd spring berry toaster pastries,390.0,4.0,3.1,9.6,72.3,1.3,31.3,0.0,3.5,6,43.0,52.0,321.0,0.3,0.0,0.0,0.0,0.0,0.29,0.33,3.8,0.38,0.0,0.0,289.0,0,0.0,8080,6
candies mars snackfood us twix pnut butter cookie bars,536.0,9.18,15.758,32.67,54.15,3.1,36.13,75.0,1.32,61,173.0,264.0,226.0,1.61,0.29,0.942,12.9,0.3,0.098,0.145,2.379,0.114,15.0,0.26,20.0,3.42,0.0,8269,6
plums dried (prunes) unckd,240.0,2.18,0.088,0.38,63.88,7.1,38.13,43.0,0.93,41,69.0,732.0,2.0,0.44,0.281,0.299,0.3,0.6,0.051,0.186,1.882,0.205,4.0,0.0,39.0,0.43,0.0,5613,6
candies hersheys payday bar,490.0,13.44,4.806,25.0,52.88,3.8,40.32,94.0,1.92,90,197.0,725.0,231.0,1.57,0.325,0.912,5.1,0.0,0.083,0.115,7.166,0.235,51.0,0.02,0.0,2.47,0.0,8940,6
pie mince prep from recipe,289.0,2.6,2.682,10.8,48.0,2.6,28.31,22.0,1.49,14,42.0,203.0,254.0,0.22,0.113,0.263,6.6,5.9,0.15,0.105,1.189,0.065,5.0,0.0,1.0,0.15,0.0,241,6
kellogg's pop-tarts choc chip cookie dough toaster pastries,387.0,4.5,3.8,10.5,69.4,1.5,35.5,200.0,3.6,12,83.0,71.0,382.0,0.3,0.0,0.0,0.0,0.0,0.3,0.34,4.0,0.4,0.0,0.0,300.0,0,0.0,4425,6
puddings vanilla dry mix reg,379.0,0.3,0.09,0.4,93.5,0.6,79.34,5.0,0.08,0,2.0,20.0,635.0,0.02,0.021,0.008,0.9,0.0,0.0,0.013,0.001,0.0,0.0,0.0,0.0,0,0.0,5435,6
inf formula gerber good start 2 gentle plus pdr,492.0,10.8,10.517,25.1,57.1,0.0,57.1,935.0,9.8,34,522.0,531.0,133.0,3.9,0.394,0.074,15.0,59.0,0.492,0.689,5.166,0.369,0.0,1.6,447.0,4.41,7.4,9409,6
mother's choc chip cookies,490.0,5.7,8.1,22.0,67.6,1.7,32.9,0.0,2.7,8,42.0,122.0,527.0,0.3,0.0,0.0,0.0,0.0,0.3,0.22,2.5,0.01,0.0,0.0,0.0,0,0.0,5609,6
mother's macaroon cookies,552.0,6.1,18.1,34.1,55.7,4.1,25.4,0.0,2.4,26,116.0,152.0,284.0,0.7,0.0,0.0,0.0,0.0,0.3,0.24,2.3,0.21,0.0,0.1,0.0,0,0.0,4357,6
keebler fudge shoppe pnut creme filled cookies,537.0,7.2,16.9,31.1,57.6,3.3,30.3,0.0,2.7,25,62.0,196.0,354.0,0.3,0.0,0.0,0.0,0.0,0.19,0.13,1.8,0.0,0.0,0.0,0.0,0,0.0,5025,6
candies mars snackfood us snickers cruncher,488.0,6.86,12.703,24.38,62.85,1.9,46.54,90.0,0.68,0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3648,6
