Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
cranberry sau jellied cnd ocean spray,160.0,1.05,0.0069999999999999,0.04,40.61,1.0,32.2,3.0,0.62,2,4.0,34.0,5.0,0.03,0.035,0.085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,7098,0
pace salsa refried bns,60.0,3.33,0.0,0.0,11.67,3.3,3.33,33.0,0.9,0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3258,0
pork  stomach,131.45,15.36,3.327,7.81,0.0,0.0,0.0,11.75,1.92,23.32,125.0,200.0,109.0,2.34,0.74,0.02,31.64,0.0,0.1,0.06,1.9,0.19,6.87,0.0,0.0,0.3,0.0,7549,0
kiwifruit grn raw,61.0,1.14,0.0289999999999999,0.52,14.66,3.0,8.99,34.0,0.31,17,34.0,312.0,3.0,0.14,0.13,0.098,0.2,92.7,0.027,0.025,0.341,0.063,25.0,0.0,4.0,1.46,0.0,8475,0
beverages amber hard cider,56.0,0.0,0.0,0.0,5.92,0.0,5.92,4.0,0.06,3,6.0,54.0,4.0,0.02,0.018,0.018,0.0,2.3,0.009,0.013,0.045,0.021,1.0,0.0,1.0,0.09,0.0,2080,0
pork  tube ,140.293,14.96,4.109,8.98,0.0,0.0,0.0,16.05,2.83,9.78,124.0,140.0,60.17,1.36,0.11,0.05,26.44,0.0,0.08,0.1,0.9,0.19,7.84,0.0,0.0,0.2,0.0,7887,0
soup split pea w ham chunky red fat red na rts single brand,76.0,5.2,0.3,1.1,11.3,0.0,0.0,0.0,0.92,0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0,0.0,481,0
beans black turtle mature seeds ckd bld wo salt,130.0,8.18,0.089,0.35,24.35,8.3,0.32,55.0,2.85,49,152.0,433.0,3.0,0.76,0.269,0.327,1.2,0.0,0.225,0.0559999999999999,0.527,0.077,86.0,0.0,0.0,0.87,0.0,8684,0
beef aus imp grss-fd tp sirln cp-offstkrst bnles lnfat raw,127.0,21.77,1.859,4.45,0.01,0.0,0.0,5.0,2.51,0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1609,0
soup crm of chick cnd cond,90.0,2.38,1.697,5.77,7.16,0.0,0.54,14.0,1.06,4,31.0,49.0,702.0,0.29,0.128,0.068,1.9,0.1,0.013,0.046,0.392,0.0,2.0,0.0,43.0,0.54,0.0,7154,0
drumstick leaves ckd bld drnd w salt,60.0,5.27,0.0,0.93,11.15,2.0,1.0,151.0,2.32,34,67.0,344.0,245.0,0.49,0.086,0.868,0.9,31.0,0.222,0.509,1.995,0.929,23.0,0.0,351.0,0.1,0.0,8955,0
kellogg's eggo nutri-grain frz fruit pizza mxd berry granola,259.0,6.4,3.8,8.4,41.4,3.0,11.5,47.0,1.1,14,51.0,72.0,262.0,0.4,0.0,0.0,0.0,0.0,0.14,0.08,0.8,0.01,0.0,0.0,0.0,0,0.0,5635,0
tea herbal brewed hohoysi (hopi),2.0,0.12,0.0,0.2,0.0,0.0,0.0,5.0,0.03,0,0.0,44.0,27.0,0.05,0.0069999999999999,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4435,0
healthy request veg soup cond,79.0,3.17,0.0,0.79,15.87,2.4,3.97,16.0,0.57,0,0.0,683.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8704,0
beverages fruit punch drk wo added nutr cnd,48.0,0.0,0.0,0.0,11.97,0.0,11.29,8.0,0.09,3,3.0,25.0,10.0,0.01,0.01,0.084,0.2,0.4,0.022,0.023,0.021,0.011,4.0,0.0,0.0,0.02,0.0,6798,0
brinjal-10,27.724,1.68,0.066,0.25,4.08,3.9,0.86,15.59,0.41,22.11,37.36,252.0,4.35,0.23,0.12,0.18,0.0,2.4,0.06,0.1,0.5,0.08,37.11,0.0,0.0,0.05,0.00088,869,0
squash smmr zucchini italian style cnd,29.0,1.03,0.023,0.11,6.85,0.0,0.0,17.0,0.68,14,29.0,274.0,374.0,0.26,0.098,0.24,0.4,2.3,0.042,0.04,0.528,0.152,30.0,0.0,27.0,0,0.0,913,0
alcoholic bev wine table white pinot gris (grigio),83.0,0.07,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7366,0
cucumber  orange  round ,19.598,0.98,0.0719,0.24,3.01,2.46,0.22,21.98,0.45,20.34,23.17,185.0,8.16,0.16,0.04,0.07,0.14,6.24,0.02,0.01,0.36,0.04,18.77,0.0,0.0,0.02,0.00159,4655,0
squash smmr scallop ckd bld drnd wsalt,16.0,1.03,0.035,0.17,3.3,1.9,1.5,15.0,0.33,19,28.0,140.0,237.0,0.24,0.083,0.128,0.2,10.8,0.051,0.025,0.464,0.085,21.0,0.0,4.0,0.12,0.0,6087,0
beverages v8 v-fusion juices peach mango,49.0,0.41,0.0,0.0,11.38,0.0,10.57,8.0,0.15,7,0.0,85.0,28.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.016,3.0,0.0,0.0,0.55,0.0,8028,0
soup black bean cnd prep w eq volume h2o,46.0,2.42,0.17,0.66,7.71,3.4,1.24,19.0,0.75,17,38.0,125.0,487.0,0.55,0.155,0.25,0.0,0.1,0.021,0.02,0.205,0.035,33.0,0.0,11.0,0.18,0.0,2267,0
brussels sprouts frz unprep,41.0,3.78,0.084,0.41,7.86,3.8,0.0,26.0,0.93,20,62.0,370.0,10.0,0.31,0.033,0.311,1.5,74.1,0.105,0.122,0.638,0.202,123.0,0.0,31.0,0,0.0,5962,0
peppers swt red frz chopd bld drnd wo salt,16.0,0.95,0.027,0.18,3.31,0.8,2.86,8.0,0.52,7,13.0,72.0,4.0,0.05,0.044,0.0969999999999999,0.2,41.2,0.051,0.031,1.082,0.108,10.0,0.0,96.0,1.08,0.0,8336,0
spinach cnd reg pk drnd sol,23.0,2.81,0.081,0.5,3.4,2.4,0.4,127.0,2.3,76,44.0,346.0,322.0,0.46,0.18,0.597,1.4,14.3,0.016,0.138,0.388,0.1,98.0,0.0,490.0,1.94,0.0,7704,0
beverages tea grn rtd diet,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.0,0.0,1,0.0,5.0,6.0,0.01,0.005,0.12,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,558,0
cream sub liq wlauric acid oilna caseinate,136.0,1.0,9.304,9.97,11.38,0.0,0.0,9.0,0.03,0,64.0,191.0,79.0,0.02,0.025,0.04,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,7404,0
sweet potato ckd bld wo skn,76.0,1.37,0.031,0.14,17.72,2.5,5.74,27.0,0.72,18,32.0,230.0,27.0,0.2,0.094,0.266,0.2,12.8,0.0559999999999999,0.047,0.538,0.165,6.0,0.0,787.0,0.94,0.0,5105,0
cabbage  collard greens ,30.114,3.63,0.06187,0.27,2.79,2.98,0.76,170.0,2.67,45.9,54.67,292.0,22.98,0.35,0.06,1.27,2.35,40.76,0.03,0.05,0.26,0.24,63.46,0.0,0.0,0,0.00018,4796,0
cereals crm of wheat 1 minute ckd w h2o stove-top wo salt,56.0,1.65,0.106,0.42,11.16,0.4,0.07,125.0,4.7,8,27.0,23.0,4.0,0.26,0.042,0.227,0.0,0.0,0.055,0.022,0.842,0.033,12.0,0.0,0.0,0.03,0.0,1434,0
sheep  tripe,103.965,16.76,1.962,4.05,0.0,0.0,0.0,14.85,0.9,17.81,55.61,48.75,18.37,1.89,0.06,0.16,13.92,0.0,0.02,0.08,0.63,0.22,1.87,0.0,0.0,0.2,0.0,9606,0
lambsquarters ckd bld drnd wosalt,32.0,3.2,0.052,0.7,5.0,2.1,0.62,258.0,0.7,23,45.0,288.0,29.0,0.3,0.197,0.525,0.9,37.0,0.1,0.26,0.9,0.174,14.0,0.0,391.0,1.85,0.0,6373,0
pepperidge farm hamburger bun,278.0,0.01,0.96,3.71,50.0,1.8,7.71,153.0,2.27,0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,1.0,0.31,0.31,3.27,0.0,0.0,0.0,0.0,0,0.0,6313,0
babyfood fruit papayaapplsauc wtapioca str,70.0,0.2,0.0,0.1,18.9,1.4,0.0,7.0,0.44,5,5.0,79.0,5.0,0.03,0.044,0.0,0.4,113.1,0.01,0.0279999999999999,0.108,0.023,2.0,0.0,4.0,0,0.0,5533,0
campbell's red  white chick alphabet soup cond,56.0,2.38,0.397,1.19,9.52,0.8,0.79,0.0,0.29,0,0.0,659.0,381.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22,0
peas edible-podded frz ckd bld drnd wosalt,52.0,3.5,0.073,0.38,9.02,3.1,4.82,59.0,2.4,28,58.0,217.0,5.0,0.49,0.09,0.28,0.8,22.0,0.064,0.119,0.563,0.174,35.0,0.0,66.0,0.47,0.0,3752,0
spinach frz chopd or leaf unprep,29.0,3.63,0.0409999999999999,0.57,4.21,2.9,0.65,129.0,1.89,75,49.0,346.0,74.0,0.56,0.144,0.704,6.0,5.5,0.094,0.224,0.507,0.172,145.0,0.0,586.0,2.9,0.0,5188,0
campbell's red  white mega noodle in chick broth cond,71.0,2.38,0.397,1.59,11.9,0.8,0.79,0.0,0.57,0,0.0,437.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1980,0
potatoes frz whl unprep,78.0,2.38,0.0409999999999999,0.16,17.47,1.2,0.78,8.0,1.01,13,32.0,346.0,25.0,0.3,0.094,0.223,0.3,14.2,0.154,0.031,1.68,0.256,13.0,0.0,0.0,0.01,0.0,242,0
pummelo raw,38.0,0.76,0.0,0.04,9.62,1.0,0.0,4.0,0.11,6,17.0,216.0,1.0,0.08,0.048,0.017,0.0,61.0,0.034,0.027,0.22,0.036,0.0,0.0,0.0,0,0.0,571,0
lima bns immat seeds frz fordhook unprep,106.0,6.4,0.081,0.35,19.83,5.5,1.39,24.0,1.51,38,74.0,478.0,58.0,0.49,0.062,0.345,1.7,19.3,0.092,0.067,1.187,0.136,32.0,0.0,11.0,0.72,0.0,8321,0
babyfood fruit applsauccherries str,51.0,0.0,0.0,0.0,14.1,1.1,10.81,1.0,0.3,4,8.0,132.0,1.0,0.03,0.045,0.0,0.3,42.8,0.01,0.03,0.14,0.037,0.0,0.0,2.0,0.12,0.0,10047,0
wheat sprouted,198.0,7.49,0.206,1.27,42.53,1.1,0.0,28.0,2.14,82,200.0,169.0,16.0,1.65,0.261,1.858,42.5,2.6,0.225,0.155,3.087,0.265,38.0,0.0,0.0,0,0.0,1356,0
ice creams breyers no sugar added choc caramel,151.0,3.54,3.65,5.8,25.17,1.0,5.81,121.0,0.59,0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7252,0
burger king double whopper w chs,266.0,14.47,6.998,17.06,13.52,1.6,3.61,78.0,5.3,19,128.0,189.0,387.0,3.5,0.078,0.14,17.0,0.2,0.267,0.21,3.0,0.112,5.0,0.0,0.0,0.06,0.0,1809,0
turnips frozen unprepared,16.0,1.04,0.017,0.16,2.94,1.8,0.0,23.0,0.7,10,20.0,137.0,25.0,0.14,0.045,0.071,0.4,4.4,0.03,0.02,0.4,0.048,8.0,0.0,1.0,0,0.0,2357,0
chayote fruit ckd bld drnd wosalt,24.0,0.62,0.0,0.48,5.09,2.8,1.89,13.0,0.22,12,29.0,173.0,1.0,0.31,0.11,0.169,0.3,8.0,0.026,0.04,0.42,0.118,18.0,0.0,0.0,0.14,0.0,8374,0
cattail narrow leaf shoots (northern plains indians),25.0,1.18,0.0,0.0,5.14,4.5,0.22,54.0,0.91,63,45.0,309.0,109.0,0.24,0.0409999999999999,0.76,0.6,0.7,0.023,0.025,0.44,0.123,3.0,0.0,1.0,0,0.0,6692,0
pace tequila lime salsa,47.0,0.0,0.0,0.0,9.38,0.0,6.25,0.0,0.0,0,0.0,313.0,594.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5883,0
duck yng duckling dom wh pekin brst meatskn bnless ckd rstd,202.0,24.5,2.922,10.85,0.0,0.0,0.0,8.0,3.26,0,0.0,0.0,84.0,0.0,0.0,0.0,26.4,2.8,0.0,0.0,7.855,0.0,0.0,0.0,0.0,0,0.0,9110,0
beans bkd cnd wpork,106.0,5.19,0.599,1.55,19.99,5.5,0.0,53.0,1.7,34,108.0,309.0,414.0,1.46,0.215,0.361,4.7,2.0,0.053,0.038,0.447,0.064,36.0,0.0,0.0,0,0.0,4129,0
cereals crm of wheat reg (10 minute) ckd w h2o w salt,50.0,1.46,0.033,0.21,10.66,0.5,0.03,89.0,3.99,5,16.0,17.0,129.0,0.13,0.0409999999999999,0.001,2.8,0.0,0.07,0.0279999999999999,0.585,0.015,5.0,0.0,0.0,0.02,0.0,667,0
chicken  poultry  wing  skinless,192.873,17.42,1.241,13.81,0.0,0.0,0.0,28.13,1.38,22.81,189.0,185.0,72.78,1.48,0.43,0.04,20.52,0.0,0.08,0.07,6.66,0.39,7.87,0.0,0.0,0.58,0.0,3728,0
campbell's 98 fat free crm of broccoli soup cond,56.0,1.61,0.403,1.61,8.06,1.6,0.81,16.0,0.0,0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,208,0
corn swt white cnd whl kernel reg pk solliquids,64.0,1.95,0.077,0.5,15.41,1.7,0.0,4.0,0.41,16,51.0,164.0,213.0,0.36,0.0559999999999999,0.033,0.6,5.5,0.026,0.061,0.939,0.037,38.0,0.0,0.0,0,0.0,5875,0
yam  elephant ,84.367,2.56,0.03572,0.14,17.46,4.17,1.58,46.91,1.22,33.51,43.06,501.0,14.33,0.26,0.17,0.28,0.59,15.22,0.04,0.05,0.61,0.22,20.54,0.0,19.3,0.34,0.0013,6406,0
tomatoveg juc lo na,22.0,0.6,0.0139999999999999,0.1,4.59,0.8,3.28,11.0,0.42,11,17.0,193.0,58.0,0.2,0.2,0.0,0.5,27.7,0.04,0.03,0.73,0.14,21.0,0.0,78.0,0.32,0.0,1316,0
babyfood fruit pears str,42.0,0.3,0.012,0.2,10.8,2.8,6.98,8.0,0.24,8,12.0,130.0,1.0,0.08,0.065,0.0,0.4,24.5,0.013,0.0279999999999999,0.189,0.008,4.0,0.0,1.0,0.09,0.0,8528,0
lotus root ckd bld drnd wsalt,66.0,1.58,0.021,0.07,16.02,3.1,0.0,26.0,0.9,22,78.0,363.0,281.0,0.33,0.217,0.22,0.6,27.4,0.127,0.01,0.3,0.218,8.0,0.0,0.0,0,0.0,4202,0
beverages tea black rtd peach diet,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1,1.0,12.0,5.0,0.0,0.005,0.161,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2289,0
lime  sweet pulp ,27.246,0.76,0.0764,0.2,5.18,2.07,3.42,25.79,0.11,15.4,20.55,182.0,1.17,0.05,0.03,0.04,0.72,46.96,0.06,0.01,0.17,0.05,15.38,0.0,0.3,0.07,0.0003,8266,0
alcoholic bev wine table red gamay,78.0,0.07,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7494,0
lima bns immat seeds ckd bld drnd wosalt,123.0,6.81,0.073,0.32,23.64,5.4,1.63,32.0,2.45,74,130.0,570.0,17.0,0.79,0.305,1.252,2.0,10.1,0.14,0.096,1.04,0.193,26.0,0.0,15.0,0.14,0.0,9059,0
artichokes (globe or french) frz unprep,38.0,2.63,0.099,0.43,7.75,3.9,0.0,19.0,0.5,27,58.0,248.0,47.0,0.32,0.054,0.243,0.2,5.3,0.0579999999999999,0.14,0.86,0.0819999999999999,126.0,0.0,8.0,0,0.0,6880,0
babyfood carrots toddler,26.0,0.6,0.052,0.3,5.23,2.3,2.5,19.0,0.2,6,21.0,129.0,48.0,0.2,0.081,0.0,0.8,0.7,0.02,0.03,0.25,0.05,7.0,0.0,736.0,0.59,0.0,8889,0
pineapple frz chunks swtnd,86.0,0.4,0.0069999999999999,0.1,22.2,1.1,21.1,9.0,0.4,10,4.0,100.0,2.0,0.11,0.099,1.062,0.1,8.0,0.1,0.03,0.3,0.075,11.0,0.0,2.0,0.02,0.0,5238,0
lemon juc frz unswtnd single strength,22.0,0.46,0.043,0.32,6.5,0.4,2.4,8.0,0.12,8,8.0,89.0,1.0,0.05,0.03,0.03,0.1,31.5,0.059,0.013,0.137,0.06,10.0,0.0,1.0,0.08,0.0,524,0
grapefruit juc white raw,39.0,0.5,0.0139999999999999,0.1,9.2,0.1,9.1,9.0,0.2,12,15.0,162.0,1.0,0.05,0.033,0.02,0.1,38.0,0.04,0.02,0.2,0.044,10.0,0.0,1.0,0.22,0.0,166,0
radishes hawaiian style pickled,28.0,1.1,0.092,0.3,5.2,2.2,2.0,28.0,0.23,8,31.0,333.0,789.0,0.22,0.171,0.057,0.7,0.0,0.02,0.03,0.31,0.1,9.0,0.0,0.0,0,0.0,3086,0
alcoholic bev beer lt lo carb,27.0,0.17,0.0,0.0,0.73,0.0,0.0,4.0,0.0,4,8.0,17.0,3.0,0.01,0.002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3921,0
cherimoya raw,75.0,1.57,0.233,0.68,17.71,3.0,12.87,10.0,0.27,17,26.0,287.0,7.0,0.16,0.069,0.093,0.0,12.6,0.101,0.131,0.644,0.257,23.0,0.0,0.0,0.27,0.0,6440,0
corn swt yel frz krnls on cob unprep,98.0,3.28,0.12,0.78,23.5,2.8,3.78,4.0,0.68,32,87.0,294.0,5.0,0.7,0.051,0.158,0.8,7.2,0.103,0.088,1.681,0.179,40.0,0.0,12.0,0.09,0.0,2496,0
spaghetti spinach cooked,130.0,4.58,0.091,0.63,26.15,0.0,0.0,30.0,1.04,62,108.0,58.0,14.0,1.08,0.205,1.504,22.1,0.0,0.0969999999999999,0.103,1.53,0.096,12.0,0.0,8.0,0,0.0,2380,0
soybeans mature seeds ckd bld wsalt,172.0,18.21,1.297,8.97,8.36,6.0,2.36,102.0,5.14,86,245.0,515.0,237.0,1.15,0.407,0.824,7.3,1.7,0.155,0.285,0.399,0.234,54.0,0.0,0.0,0.35,0.0,8218,0
chrysanthemum leaves raw,24.0,3.36,0.0,0.56,3.01,3.0,0.0,117.0,2.3,32,54.0,567.0,118.0,0.71,0.137,0.943,0.3,1.4,0.13,0.144,0.531,0.176,177.0,0.0,94.0,0,0.0,2218,0
beet grns ckd bld drnd wosalt,27.0,2.57,0.031,0.2,5.46,2.9,0.6,114.0,1.9,68,41.0,909.0,241.0,0.5,0.251,0.514,0.9,24.9,0.117,0.289,0.499,0.132,14.0,0.0,383.0,1.81,0.0,6799,0
peaches dried sulfured stwd wo sugar,77.0,1.16,0.026,0.25,19.69,2.7,16.99,9.0,1.31,13,38.0,320.0,2.0,0.18,0.117,0.098,0.2,3.7,0.005,0.021,1.519,0.038,0.0,0.0,10.0,0.06,0.0,308,0
alcoholic bev wine table red barbera,85.0,0.07,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8287,0
eggplant raw,25.0,0.98,0.034,0.18,5.88,3.0,3.53,9.0,0.23,14,24.0,229.0,2.0,0.16,0.081,0.232,0.3,2.2,0.039,0.037,0.649,0.084,22.0,0.0,1.0,0.3,0.0,4481,0
egg  poultry  whole  raw,134.796,13.28,2.958,9.15,0.0,0.0,0.0,49.44,1.82,12.01,185.0,138.0,123.0,1.23,0.07,0.02,40.44,0.0,0.06,0.19,0.11,0.16,49.32,0.0,2.04,1.51,0.0,6915,0
spinach,24.378,2.14,0.183,0.64,2.05,2.38,0.24,82.29,2.95,86.97,32.59,625.0,42.55,0.46,0.17,1.12,2.09,30.28,0.16,0.1,0.33,0.15,142.0,0.0,521.0,1.29,0.00026,9366,0
prairie turnips bld (northern plains indians),129.0,1.64,0.0,0.32,29.99,7.2,4.74,103.0,0.95,49,20.0,108.0,4.0,0.28,0.038,0.209,0.0,2.0,0.126,0.039,0.708,0.379,0.0,0.0,0.0,0,0.0,9511,0
sauce peppers hot chili mature red cnd,21.0,9.0,0.08,0.6,3.9,0.7,2.55,9.0,0.5,,16.0,564.0,25.0,0.15,0.087,0.0,0.2,30.0,0.01,0.09,0.6,0.14,11.0,0.0,23.0,0.36,0.0,6176,0
cereals oats inst fort w cinn  spice prep w h2o,96.0,2.37,0.191,1.21,18.95,2.0,6.31,61.0,2.11,24,80.0,71.0,111.0,0.57,0.0819999999999999,0.643,1.6,0.0,0.168,0.177,2.155,0.22,4.0,0.0,110.0,0.12,0.0,6047,0
ascidians (tunughnak) (alaska native),20.0,3.8,0.1,0.5,,,0.0,0.0,0.0,47,3.3,0.0,0.0,102.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,2714,0
campbell's red  white chick noodleo's soup cond,71.0,2.38,0.794,1.98,11.9,0.8,1.59,0.0,0.57,0,0.0,429.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9194,0
grapefruit juc white frz conc unswtnd dil w 3 volume h2o,41.0,0.55,0.019,0.13,9.73,0.1,9.63,8.0,0.14,11,14.0,136.0,1.0,0.05,0.033,0.02,0.1,33.7,0.0409999999999999,0.022,0.217,0.044,4.0,0.0,0.0,0.04,0.0,5529,0
campbell's cheddar chs soup cond,84.0,0.8,1.13,3.92,11.44,2.2,3.73,36.0,0.15,12,33.0,37.0,692.0,0.15,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2603,0
babyfood veg garden veg str,32.0,2.3,0.035,0.2,6.8,1.5,2.57,28.0,0.83,21,28.0,168.0,31.0,0.26,0.07,0.0,0.7,5.7,0.061,0.069,0.779,0.1,40.0,0.0,303.0,0.52,0.0,2266,0
onions frz whl ckd bld drnd wosalt,28.0,0.71,0.009,0.05,6.7,1.4,2.9,27.0,0.34,8,2.0,101.0,8.0,0.09,0.024,0.04,0.4,5.1,0.016,0.018,0.132,0.07,13.0,0.0,0.0,0.01,0.0,917,0
potatoes french fr stk fries salt added in proc frz oven-htd,152.0,2.57,0.737,3.76,26.98,2.6,0.25,10.0,0.64,23,90.0,459.0,373.0,0.41,0.095,0.189,0.0,14.0,0.132,0.0289999999999999,2.24,0.192,31.0,0.0,0.0,0.08,0.0,9630,0
lentils mature seeds ckd bld wosalt,116.0,9.02,0.053,0.38,20.13,7.9,1.8,19.0,3.33,36,180.0,369.0,2.0,1.27,0.251,0.494,2.8,1.5,0.169,0.073,1.06,0.178,181.0,0.0,0.0,0.11,0.0,1654,0
brinjal-14,25.334,1.56,0.05914,0.35,3.27,3.87,0.88,14.43,0.32,19.19,30.07,246.0,3.71,0.19,0.11,0.15,0.0,1.83,0.06,0.1,0.46,0.07,38.99,0.0,21.4,0.06,0.00089,9849,0
leeks (bulblower leaf-portion) raw,61.0,1.5,0.04,0.3,14.15,1.8,3.9,59.0,2.1,28,35.0,180.0,20.0,0.12,0.12,0.481,1.0,12.0,0.06,0.03,0.4,0.233,64.0,0.0,83.0,0.92,0.0,105,0
melon banana (navajo),21.0,0.84,0.0,0.2,4.06,0.3,3.36,13.0,0.21,10,9.0,140.0,11.0,0.14,0.035,0.036,0.4,8.1,0.02,0.018,0.46,0.05,20.0,0.0,0.0,0,0.0,1265,0
campbell's chunky soups bf w white  wild rice soup,57.0,3.27,0.204,0.61,9.8,0.8,2.04,8.0,0.44,0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,97,0
alcoholic bev wine table red mouvedre,88.0,0.07,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3150,0
squash wntr acorn ckd bld mshd wosalt,34.0,0.67,0.017,0.08,8.79,2.6,0.0,26.0,0.56,26,27.0,263.0,3.0,0.11,0.052,0.146,0.4,6.5,0.1,0.008,0.531,0.117,11.0,0.0,41.0,0,0.0,1055,0
beverages kiwi strawberry juc drk,47.0,0.0,0.0,0.0,12.26,0.0,11.63,0.0,0.15,0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9932,0
bulgur cooked,83.0,3.08,0.042,0.24,18.58,4.5,0.1,10.0,0.96,32,40.0,68.0,5.0,0.57,0.075,0.609,0.6,0.0,0.057,0.0279999999999999,1.0,0.083,18.0,0.0,0.0,0.01,0.0,7151,0
corn swt yel cnd whl kernel drnd sol,67.0,2.29,0.245,1.22,14.34,2.0,4.44,3.0,0.27,13,46.0,132.0,205.0,0.32,0.033,0.067,0.6,1.8,0.039,0.089,1.005,0.037,36.0,0.0,2.0,0.09,0.0,6333,0
sauce teriyaki rts red na,89.0,5.93,0.0,0.02,15.58,0.1,14.1,25.0,1.7,61,154.0,225.0,1778.0,0.1,0.1,0.0,0.8,0.0,0.03,0.07,1.27,0.1,8.0,0.0,0.0,0,0.0,6896,0
salad drsng french drsng red fat,222.0,0.58,0.842,11.52,31.22,1.5,16.86,11.0,0.73,8,16.0,107.0,838.0,0.2,0.16,0.11,1.6,4.8,0.024,0.052,0.467,0.055,2.0,0.0,27.0,1,0.0,8150,0
prego pasta chunky garden mushroom italian sau rts,69.0,1.54,0.385,2.31,10.0,2.3,7.69,0.0,0.55,0,0.0,354.0,354.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10210,0
pepperidge farm hamburger buns wsesame,280.0,0.01,1.0,4.08,49.9,3.1,7.21,151.0,2.21,0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,1.0,0.32,0.3,3.64,0.0,0.0,0.0,0.0,0,0.0,1929,0
goat  shoulder,188.093,20.33,5.444,11.94,0.0,0.0,0.0,6.18,1.48,21.39,189.0,332.0,47.31,4.19,0.11,0.02,12.91,0.0,0.07,0.17,5.14,0.26,2.08,0.0,0.0,0.35,0.0,8201,0
soup healthy choic chick  rice soup cnd,37.0,2.53,0.17,0.55,5.71,0.8,0.37,15.0,0.09,0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3718,0
bagels pln unenr woca prop (incl onion poppy sesame),275.0,10.5,0.22,1.6,53.4,2.3,0.0,18.0,1.36,29,96.0,101.0,534.0,0.88,0.163,0.54,0.0,0.0,0.163,0.052,1.758,0.051,22.0,0.0,0.0,0,0.0,6240,0
